"","EvaluatorID","SubjectID","Relationship","ResponseID","StartDate","EndDate","Comm_scale","DM_scale","Dipl_scale","EI_scale","Infl_scale","Cult_scale","TW_scale","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","GritPas_22","GritPas_2","GritPas_4","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumRec_13","HumMot_5","HumRec_10","HumMot_13","HumMot_6","HumRec_14","HumRec_12","HumMot_4","HumMot_9","HumRec_9","HumExp_1","HumExp_2","HumExp_3","HumExp_4","HumExp_5","HumExp_6","HumExp_7","HumExp_8","HumExp_9","HumExp_10","Comm_1","Comm_2","Comm_3","Comm_4","Comm_5","Comm_6","Comm_7","Comm_8","Comm_9","Comm_10","Comm_11","Comm_12","Comm_13","Comm_14","Cult_1","Cult_2","Cult_3","Cult_4","Cult_5","Cult_6","Cult_7","Cult_8","Cult_9","Cult_10","Cult_11","Dipl_1","Dipl_2","Dipl_3","Dipl_4","Dipl_5","Dipl_6","Dipl_7","Dipl_8","Dipl_9","Dipl_10","Dipl_11","Dipl_12","EI_1","EI_2","EI_3","EI_4","EI_5","EI_6","EI_7","EI_8","EI_9","EI_10","EI_11","DM_1","DM_2","DM_3","DM_4","DM_5","DM_6","DM_7","DM_8","DM_9","DM_10","DM_11","DM_12","DM_13","DM_14","Infl_1","Infl_2","Infl_3","Infl_4","Infl_5","Infl_6","Infl_7","Infl_8","Infl_9","TW_1","TW_2","TW_3","TW_4","TW_5","TW_6","TW_7","TW_8","TW_9","TW_10","TW_11","TW_12","TW_13","TW_14","TW_15","TW_16","TW_17","TW_18","TW_19","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","year","class","GritPer_scale","GritPas_scale","Giver_scale","Matcher_scale","Taker_scale","HumMot_scale","HumRec_scale","HumExp_scale","avg_perf","self_dummy","year_2019","year_2020","class_2021","class_2022","n_raters"
"1739","P_9F6lliIQ84uaOO1","P_80KOWwB6gb3b6OF","Peer","R_ZIUIj4tnweiGzm1","9/20/20 8:17","9/20/20 9:33",5.545455,5.75,5.25,5.714286,5.333333,5.333333,6.1,5,5,7,5,3,3,5,3,3,4,4,5,3,5,4,6,2,7,4,4,7,6,6,7,6,6,7,6,7,6,7,6,7,7,5,5,5,7,6,2,7,6,7,6,5,5,5,7,3,7,5,4,5,7,6,7,NA,NA,NA,6,6,6,4,7,3,NA,NA,NA,NA,NA,NA,6,6,4,NA,5,NA,NA,NA,NA,NA,NA,6,6,4,5,6,6,7,NA,NA,NA,NA,6,5,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,5,6,NA,5,4,7,5,NA,NA,4,5,6,7,6,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,75,68,58,"2020","2021",6.4,4.571429,5,3.5,4,6.8,6,5.6,58.2,0,0,1,1,0,10
"1740","P_4MFsO3HkqiVogf3","P_80KOWwB6gb3b6OF","Peer","R_2dsdkws7SHbev9s","9/9/20 11:16","9/27/20 22:24",6.545455,5.857143,6.6,5.285714,6.142857,6.666667,NA,7,6,6,7,6,2,5,6,2,3,6,6,2,7,4,5,4,6,6,5,7,4,7,6,6,6,5,4,7,5,6,6,6,7,6,5,6,6,6,5,7,6,7,5,4,7,7,5,6,6,7,7,7,7,7,6,NA,NA,NA,7,6,6,7,7,7,NA,NA,NA,NA,NA,7,6,7,6,NA,7,NA,NA,NA,NA,NA,NA,5,6,2,6,6,6,6,NA,NA,NA,NA,7,5,5,5,NA,6,6,7,NA,NA,NA,NA,NA,NA,6,7,7,5,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,82,88,86,91,"2020","2021",6,5.285714,6.4,3.75,4.25,6,5.6,5.7,88.8,0,0,1,1,0,10
"1741","P_9SpSLw41WOn4FCd","P_80KOWwB6gb3b6OF","Peer","R_1oyTK1kkYyIBZfZ","9/13/20 8:42","9/28/20 20:45",5.909091,5.5,6,6.714286,6.142857,6.4,6.1,6,6,7,6,7,2,7,6,2,6,6,7,1,7,7,6,6,6,5,5,6,6,7,7,7,5,4,5,4,5,6,7,6,7,6,6,5,7,7,3,6,6,6,6,5,6,6,7,5,6,6,6,6,6,6,5,NA,NA,NA,7,6,6,7,NA,6,NA,NA,NA,NA,NA,6,6,6,5,7,6,NA,NA,NA,NA,NA,NA,7,7,7,6,7,7,6,NA,NA,NA,NA,6,5,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,6,5,7,7,6,6,6,NA,NA,6,6,6,7,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,85,93,98,95,"2020","2021",6.6,6,6.4,4.25,5,5.2,5.8,5.7,92.2,0,0,1,1,0,10
"1742","P_8bSjmPItqiH2GQR","P_80mbssZ9QqHfgpf","Fellow Student","R_1ingoRRUfjEyTmH","9/20/20 12:36","9/20/20 12:58",6.181818,6.375,6,6,6.428571,6,6.7,6,5,6,4,4,3,4,6,2,4,3,4,2,6,5,6,3,4,3,6,7,6,6,5,6,4,5,3,6,6,5,6,6,7,4,5,5,6,6,6,5,5,4,6,4,6,6,7,6,6,6,6,6,6,7,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,6,7,6,6,6,6,7,7,NA,NA,NA,NA,NA,NA,6,7,7,7,6,6,6,NA,NA,7,7,7,6,7,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,89,92,92,95,"2020","2021",6,4.714286,5,3.75,3.25,6,4.4,5.2,92.8,0,0,1,1,0,6
"1743","P_2gmlX5NYxc45Nlz","P_80mbssZ9QqHfgpf","Fellow Student","R_3e9WhAiNgNNmiUU","9/28/20 20:29","10/1/20 9:12",6.181818,6.125,6.4,6.571429,6.142857,6.333333,6.3,7,7,6,6,7,3,6,6,3,5,5,3,3,6,6,5,3,5,5,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,5,4,7,7,7,6,5,5,6,7,6,6,6,NA,NA,NA,6,6,6,7,6,7,NA,NA,NA,NA,NA,6,7,7,6,NA,6,NA,NA,NA,NA,NA,NA,6,7,6,7,7,6,7,NA,NA,NA,NA,7,5,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,7,7,7,6,5,6,5,NA,NA,7,7,7,6,6,6,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,71,90,77,83,"2020","2021",6,5.142857,6.6,4.5,4,6.4,6,5.7,80.4,0,0,1,1,0,6
"1744","P_blpHeIHyIE9M96J","P_80mbssZ9QqHfgpf","Peer","R_e4LaEy4b8f4lIHv","9/28/20 7:17","9/28/20 7:46",6,6.285714,6,7,6.666667,5.5,6.2,7,7,7,7,7,3,6,7,2,3,2,2,1,6,6,5,3,5,1,5,6,6,7,7,5,6,6,5,7,7,6,5,6,7,4,5,5,4,6,7,7,5,6,6,4,3,NA,7,NA,6,NA,6,7,NA,7,6,NA,NA,NA,5,5,5,NA,NA,7,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,6,6,6,6,7,6,NA,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,5,NA,NA,NA,5,7,7,7,6,5,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,100,80,85,"2020","2021",6.2,4.428571,7,4.5,2,6.6,5.2,5.5,87,0,0,1,1,0,6
"1745","P_el1L4Aq8bLsbvkV","P_80mbssZ9QqHfgpf","Peer","R_1MYfgNjC7BAVY1a","10/2/20 12:53","10/2/20 13:26",7,7,5.666667,7,7,6.5,7,7,6,6,6,7,3,6,6,1,6,1,3,1,6,6,4,3,6,4,6,6,6,6,6,4,7,6,6,6,6,6,6,6,6,7,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,7,7,4,7,7,7,NA,NA,NA,NA,NA,7,5,6,6,6,4,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,96,97,98,97,"2020","2021",5.6,5,6.4,4,2.75,6,6.4,5.8,97,0,0,1,1,0,6
"1746","P_1zRCqo4kOfBqcex","P_80mbssZ9QqHfgpf","Fellow Student","R_1dEpPGGue4SgYMK","9/25/20 8:25","9/25/20 8:48",6.666667,6.333333,6.75,6.285714,6,6.833333,6.625,7,7,6,6,6,3,6,7,2,2,5,5,2,6,6,6,3,4,3,7,6,6,6,6,5,4,6,6,6,6,5,5,6,6,4,6,6,6,6,6,5,6,6,6,6,6,7,7,7,7,7,6,NA,NA,7,6,NA,NA,NA,7,7,7,6,7,7,NA,NA,NA,NA,NA,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,7,7,NA,NA,NA,NA,NA,NA,6,6,7,7,6,6,NA,NA,NA,NA,NA,NA,6,6,7,6,6,6,5,NA,NA,7,NA,7,6,NA,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,81,70,92,78,"2020","2021",5.8,5,6.4,4.5,3.5,6,4.8,5.9,80.4,0,0,1,1,0,6
"1747","P_6DmCQ51zXm2E3GZ","P_80mbssZ9QqHfgpf","Peer","R_1IPYI4ft9VIiPLs","9/23/20 7:22","9/23/20 7:38",6.636364,6.25,6.666667,7,6.285714,6.333333,6.6,6,6,7,7,7,1,5,2,1,3,3,1,2,7,6,6,1,3,2,6,6,4,6,5,6,5,3,5,5,7,6,6,6,7,6,5,5,5,4,6,6,5,4,4,4,6,6,7,7,7,6,7,7,6,7,7,NA,NA,NA,6,7,6,6,7,6,NA,NA,NA,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,6,6,7,7,6,6,6,6,NA,NA,NA,NA,NA,NA,6,7,7,5,6,6,7,NA,NA,5,6,7,7,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,81,95,86,91,"2020","2021",5.4,4.428571,6.6,2.25,2.25,5.6,5.6,4.8,87.6,0,0,1,1,0,6
"1748","P_5tj43FnR3DoEEzr","P_80mbssZ9QqHfgpf","Peer","R_1giOfGw48Q9IDVp","9/20/20 19:07","9/21/20 15:32",5.7,5.75,6,6.142857,5.857143,6.25,6,5,5,5,5,5,3,4,3,4,4,5,4,2,4,5,4,2,5,4,4,6,6,6,6,4,4,5,4,5,5,5,6,6,6,6,4,4,5,5,6,5,5,5,5,4,NA,5,7,6,5,5,5,5,6,7,6,NA,NA,NA,6,6,7,NA,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,7,6,6,6,NA,NA,NA,NA,6,5,6,6,5,6,6,6,NA,NA,NA,NA,NA,NA,6,6,7,5,6,5,6,NA,NA,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,85,75,80,"2020","2021",5.6,4,5,3.5,3.75,5.4,5,4.8,80,0,0,1,1,0,6
"1749","P_81WcFylvZAieuzj","P_81WcFylvZAieuzj","Self","R_2xGmVIbp2auWUGd","9/21/20 11:49","9/21/20 12:47",4.25,5.222222,4.25,5.25,3.857143,3.5,NA,6,2,6,6,2,2,6,2,3,7,7,6,4,4,2,2,2,3,2,5,7,4,6,4,6,6,3,5,3,3,6,5,4,6,2,4,4,6,5,6,6,6,6,7,6,3,4,5,3,5,5,5,4,NA,NA,4,5,4,4,NA,NA,5,2,NA,3,4,4,2,4,4,NA,NA,NA,NA,4,3,3,5,5,5,5,4,NA,6,5,6,NA,3,NA,6,4,6,6,NA,6,NA,NA,6,NA,NA,4,4,6,4,6,5,6,5,5,NA,3,NA,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,80,40,60,"2020","2022",5.4,2.857143,4.4,3.25,6,3.8,4.8,5.6,56,1,0,1,0,1,0
"1750","P_0HQH28RlxIulexD","P_8344Yv9c8v4OUK1","Fellow Student","R_3NwEipopEBlvghx","10/1/20 12:49","10/2/20 14:15",7,7,7,7,7,7,7,6,4,4,5,6,4,4,2,1,2,4,3,1,4,7,4,1,2,4,4,7,5,4,4,6,4,6,4,4,4,4,6,5,6,4,4,4,4,4,6,6,4,4,4,4,7,7,7,7,NA,7,7,7,7,7,7,NA,NA,NA,7,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,7,7,NA,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,90,90,"2020","2021",5.2,3.714286,5,2.75,2.5,5,4.4,4.4,90,0,0,1,1,0,5
"1751","P_3IcZxBTUMXuCmSp","P_8344Yv9c8v4OUK1","Fellow Student","R_3U8h6e6F4Lcrxux","9/24/20 13:49","9/24/20 16:18",6.636364,7,6.25,7,7,6.5,6.875,7,6,6,7,7,2,7,5,1,2,6,5,2,6,7,7,2,3,2,5,6,6,7,7,7,4,6,4,6,6,7,6,7,7,7,6,6,4,6,7,5,5,6,6,5,5,7,7,7,7,6,7,7,6,7,7,NA,NA,NA,7,6,7,NA,6,NA,NA,NA,NA,NA,NA,6,7,6,NA,NA,6,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,7,6,7,7,NA,7,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,93,95,95,96,"2020","2021",6.6,4.571429,6.6,3.75,3.75,6.4,5.6,5.6,94.2,0,0,1,1,0,5
"1752","P_6leubRxvVCMknJP","P_8344Yv9c8v4OUK1","Fellow Student","R_AESVGjZDabeVfz3","9/27/20 21:35","9/27/20 21:50",5.909091,5.625,5.833333,6.142857,5.857143,5.333333,5.6,7,5,5,5,5,3,3,4,2,1,1,2,1,6,5,5,1,2,1,5,7,4,7,6,6,5,3,3,5,5,5,5,6,4,5,6,4,6,5,6,6,2,5,3,4,4,6,6,6,7,6,6,5,6,7,6,NA,NA,NA,6,7,7,3,6,3,NA,NA,NA,NA,NA,6,7,6,5,6,5,NA,NA,NA,NA,NA,NA,6,4,7,7,6,7,6,NA,NA,NA,NA,5,7,5,7,4,6,5,6,NA,NA,NA,NA,NA,NA,5,7,7,4,4,7,7,NA,NA,5,3,7,5,5,5,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,61,60,87,94,"2020","2021",6,3.571429,5.4,3,1.25,4.6,4.6,4.7,79.4,0,0,1,1,0,5
"1753","P_8AIlos5q1JjXqa9","P_8344Yv9c8v4OUK1","Fellow Student","R_1kGnj5qFRE2HDXw","10/1/20 10:56","10/1/20 12:00",6.636364,7,6.5,6.285714,6.571429,7,7,7,7,7,7,7,6,6,6,4,5,6,5,2,7,7,7,6,5,2,7,7,7,7,7,6,6,7,7,6,6,7,7,6,6,2,4,7,1,7,6,7,7,7,7,6,6,7,5,7,7,7,7,7,7,7,6,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,6,6,6,7,7,NA,NA,NA,NA,NA,NA,7,7,6,6,6,7,5,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,6,6,7,6,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,85,65,95,93,"2020","2021",6.8,5.857143,7,5.5,4.5,6.2,5.8,5.9,86.6,0,0,1,1,0,5
"1754","P_5vdxATJA6IkrAwZ","P_8344Yv9c8v4OUK1","Other","R_1EaD0OZOpQpz6gs","9/26/20 6:23","9/26/20 6:33",7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,4,7,5,6,2,7,7,7,6,7,7,7,7,7,7,7,7,4,6,4,7,7,7,7,7,7,7,4,4,4,4,7,4,7,7,4,4,7,7,7,7,NA,7,7,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,NA,7,7,NA,NA,NA,7,7,7,7,7,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,"2020","2021",7,6.857143,7,4.75,5,6.8,5.8,4.9,100,0,0,1,1,0,5
"1755","P_eb1mU0zmaDaJlfD","P_8344Yv9c8v4OUK1","Other","R_3snxENB8MKhRiIv","9/24/20 17:59","10/2/20 0:02",7,7,7,7,7,7,7,7,7,4,7,7,1,7,4,2,6,4,4,1,6,7,7,4,4,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,99,"2020","2021",7,5.714286,6.4,3.5,3.75,7,6.8,6.6,98.2,0,0,1,1,0,5
"1756","P_868aTzeqTGbOybz","P_868aTzeqTGbOybz","Self","R_3p5y4L2Iiyp5zx1","9/14/20 8:53","9/20/20 21:54",4.583333,4.222222,4.75,5.5,5.857143,5,4.615385,5,5,7,6,3,2,5,6,2,2,4,1,3,5,6,2,4,6,3,6,6,4,6,4,5,5,4,4,4,4,6,4,5,5,3,3,4,3,5,2,4,3,5,5,5,4,3,7,4,7,6,5,3,NA,NA,2,5,4,5,NA,NA,4,5,NA,5,6,7,4,4,5,NA,NA,NA,NA,4,3,5,5,5,7,5,4,NA,6,4,6,NA,6,NA,6,4,5,7,NA,5,NA,NA,5,NA,NA,2,5,5,5,4,4,3,5,7,NA,4,NA,6,6,6,7,5,NA,7,NA,NA,NA,NA,NA,3,3,4,2,5,3,5,5,6,6,6,82,66,74,81,80,"2020","2022",5,4.571429,5.2,3.75,2.5,4.4,4.4,3.9,76.6,1,0,1,0,1,8
"1757","P_55XHIoa8yk3Rgnr","P_868aTzeqTGbOybz","Manager","R_bEJcWQ8QQoXTol3","9/18/20 14:23","9/18/20 18:46",6.75,6.625,6.857143,5.75,6.857143,6.875,6.769231,7,7,7,6,1,2,5,7,2,6,2,2,3,7,7,4,6,2,3,6,7,7,7,7,7,3,6,6,6,7,7,7,7,7,4,6,7,6,6,7,7,6,6,7,4,6,7,7,6,7,6,7,7,NA,NA,7,7,7,7,NA,NA,7,7,NA,7,7,6,7,7,7,NA,NA,NA,NA,6,7,7,7,NA,7,7,7,NA,7,3,6,NA,5,NA,6,5,7,7,NA,NA,NA,NA,6,NA,NA,6,7,7,7,7,7,6,7,7,NA,7,NA,7,6,7,7,6,NA,7,NA,NA,NA,NA,NA,6,7,7,6,7,7,7,7,7,7,7,99,98,100,99,99,"2020","2022",7,5,5.6,4,3.25,6.6,5.4,6.2,99,0,0,1,0,1,8
"1758","P_ba2bntA0IeFaPFX","P_868aTzeqTGbOybz","Manager","R_27kZ8bF1j17eDM8","9/24/20 12:06","9/24/20 17:15",5.833333,6.111111,4.5,5.625,6,6,5.769231,7,6,7,5,6,3,6,7,6,4,3,5,3,6,6,6,3,5,3,6,6,6,7,6,6,3,5,3,3,6,5,6,5,6,7,6,3,7,6,6,6,5,5,4,3,5,6,6,5,7,7,6,5,NA,NA,5,6,6,6,NA,NA,5,6,NA,7,6,7,6,6,5,NA,NA,NA,NA,3,3,4,6,6,4,6,4,NA,5,5,6,NA,6,NA,6,5,6,6,NA,6,NA,NA,6,NA,NA,6,6,7,6,7,6,5,6,7,NA,4,NA,6,5,7,7,5,NA,7,NA,NA,NA,NA,NA,4,6,6,5,6,5,6,6,5,7,7,80,80,90,90,85,"2020","2022",6.2,5,6.2,5.5,3.75,5,4.8,5.1,85,0,0,1,0,1,8
"1759","P_eytdDTZQhqqefzf","P_868aTzeqTGbOybz","Manager","R_3Jr8AIToJSAC8av","9/23/20 10:32","9/23/20 11:02",5.75,6.111111,6,5.875,6,6.125,5.666667,7,6,6,7,6,5,7,6,5,3,6,3,2,3,5,4,2,5,4,5,5,5,6,5,7,2,5,4,6,5,6,3,6,6,2,5,4,3,5,5,5,2,5,3,3,6,5,6,5,6,6,6,7,NA,NA,6,6,4,6,NA,NA,6,7,NA,6,5,5,6,7,7,NA,NA,NA,NA,NA,NA,3,NA,7,7,7,6,NA,6,7,6,NA,5,NA,3,7,6,7,NA,6,NA,NA,6,NA,NA,6,6,6,6,7,6,6,7,7,NA,5,NA,5,6,6,6,6,NA,5,NA,NA,NA,NA,NA,7,6,6,NA,7,3,3,6,6,6,7,65,65,95,75,75,"2020","2022",5.6,4,6.4,5.75,3.5,5.6,3.4,4,75,0,0,1,0,1,8
"1760","P_4VO6ZhTHVYtfUTH","P_868aTzeqTGbOybz","Manager","R_puspL47BAxnt65X","9/24/20 15:53","9/24/20 21:36",6.818182,6.666667,6.8,7,7,6.875,6.916667,6,4,4,4,6,3,6,4,1,6,4,4,1,6,6,4,1,4,1,6,6,NA,6,4,4,4,5,4,6,6,6,6,6,7,7,4,5,6,6,5,7,5,5,6,4,NA,7,7,6,7,7,7,6,NA,NA,7,7,7,7,NA,NA,7,7,NA,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,6,7,NA,NA,7,NA,7,NA,7,NA,7,7,7,7,NA,6,NA,NA,7,NA,NA,7,7,7,6,6,7,7,NA,7,NA,7,NA,7,7,7,7,7,NA,7,NA,NA,NA,NA,NA,7,7,7,NA,7,6,7,7,7,7,7,90,90,90,90,90,"2020","2022",5,4,4.8,3.5,3.75,6,5.4,5.3,90,0,0,1,0,1,8
"1761","P_eFr0GNx7WlEcngV","P_868aTzeqTGbOybz","Peer","R_1JPJmr70kVYDpQx","9/18/20 14:19","9/25/20 7:27",6.3,6.375,4.75,7,7,6.666667,6.857143,4,7,4,7,6,6,6,6,6,2,1,5,1,6,2,4,5,2,2,7,7,7,7,7,7,2,2,3,2,3,4,6,4,6,6,1,1,2,4,2,2,2,2,4,4,NA,NA,7,5,7,6,5,6,NA,NA,6,7,7,7,NA,NA,NA,NA,NA,7,NA,6,NA,NA,7,NA,NA,NA,NA,4,2,3,5,6,6,6,6,NA,7,NA,7,NA,7,NA,7,7,7,7,NA,NA,NA,NA,7,NA,NA,3,7,7,7,7,7,6,7,7,NA,NA,NA,7,7,7,7,NA,NA,7,NA,NA,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,7,7,7,85,85,90,90,87,"2020","2022",7,4,5.6,6,2.25,3.4,4.2,2.4,87.4,0,0,1,0,1,8
"1762","P_bHDmZb95Lg2DjuZ","P_868aTzeqTGbOybz","Peer","R_xi5Q5YvTlfUVab7","9/24/20 9:20","9/28/20 9:45",6.416667,6.888889,6.625,6.875,7,7,7,6,6,5,5,6,6,6,4,6,4,4,1,3,6,4,5,4,5,3,6,6,4,5,5,5,5,5,4,5,5,5,6,6,5,6,4,5,4,6,4,6,6,5,5,4,6,6,7,6,6,6,6,7,NA,NA,7,6,7,7,NA,NA,7,7,NA,7,7,7,7,7,7,NA,NA,NA,NA,7,7,6,7,6,7,7,6,NA,7,6,7,NA,7,NA,7,7,7,7,NA,7,NA,NA,7,NA,NA,6,7,7,7,7,7,7,7,7,NA,7,NA,7,7,7,7,7,NA,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,92,85,100,88,94,"2020","2022",5,4.714286,5.6,5.5,3,5.2,5.2,4.9,91.8,0,0,1,0,1,8
"1763","P_38j8LSdZQV7hVMF","P_868aTzeqTGbOybz","Peer","R_3MAwwrQkFLuGVBD","9/23/20 15:18","9/23/20 15:59",6.75,7,6.375,6.125,6.714286,6.625,6.923077,7,7,6,6,7,1,7,4,1,2,4,2,1,5,6,6,2,5,4,6,6,6,6,6,6,4,4,3,6,6,6,6,6,6,4,6,7,7,7,7,6,5,5,5,6,6,7,7,7,6,6,7,7,NA,NA,7,7,7,7,NA,NA,7,6,NA,7,6,6,7,7,7,NA,NA,NA,NA,6,6,7,6,6,6,7,7,NA,6,6,5,NA,7,NA,7,6,6,6,NA,7,NA,NA,7,NA,NA,7,7,7,7,7,7,7,6,7,NA,7,NA,7,6,7,7,6,NA,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,90,90,95,90,90,"2020","2022",6,4.857143,6.6,3.25,2.25,5.6,4.6,6.1,91,0,0,1,0,1,8
"1764","P_3R8tegikDvfOtOB","P_868aTzeqTGbOybz","Peer","R_3lQgxc7uKJfvM8T","9/18/20 15:35","9/24/20 17:46",7,7,7,6.875,7,7,7,7,4,7,5,7,2,7,1,1,3,4,2,2,7,7,4,5,4,3,5,7,4,6,7,4,6,6,4,5,6,7,6,6,7,6,5,4,4,5,5,6,5,4,4,4,7,7,7,7,7,7,7,7,NA,NA,7,7,7,7,NA,NA,7,7,NA,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,7,7,7,NA,7,NA,7,6,7,7,NA,7,NA,NA,7,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,7,7,7,7,7,NA,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,81,92,100,100,100,"2020","2022",5.6,5,6,2.75,2.75,6,5.8,4.6,94.6,0,0,1,0,1,8
"1765","P_86dQUnHrn2A76E5","P_86dQUnHrn2A76E5","Self","R_3MgR2rxZiHwElgY","9/29/20 13:57","9/29/20 14:07",5.818182,5.375,4,3.285714,4.666667,6.5,6.6,7,7,7,7,7,2,7,7,1,1,1,6,2,1,7,1,6,7,2,1,2,2,7,6,6,2,6,6,6,6,6,7,7,7,7,6,6,2,7,6,7,7,7,6,2,7,6,7,7,6,2,2,7,6,7,7,NA,NA,NA,6,6,7,7,7,6,NA,NA,NA,NA,NA,5,7,6,3,2,1,NA,NA,NA,NA,NA,NA,2,6,3,2,2,2,6,NA,NA,NA,NA,2,7,7,7,7,7,5,1,NA,NA,NA,NA,NA,NA,2,7,6,NA,6,1,6,NA,NA,7,7,6,7,7,7,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,92,100,86,92,"2020","2021",4.6,3.571429,7,4.25,2.5,6.4,5.6,5.6,88.2,1,0,1,1,0,13
